insect,slug,href,kind,river_count,fly_count,has_river,has_fly,gap,months,rivers,patterns,catalog_flies,window_flags
Pale Morning Dun emergers,pale-morning-dun-emergers,/flies/hatch/pale-morning-dun-emergers,insect,0,2,no,yes,no_river,,,,pmd-emerger|tungsten-soft-hackle-hares-ear,
Pale Morning Dun (Ephemerella),pale-morning-dun-ephemerella,/flies/hatch/pale-morning-dun-ephemerella,insect,1,12,yes,yes,,May|June,provo-river,"PMD Comparadun, Sparkle Dun, Pheasant Tail Nymph|PMD Comparadun, CDC Dun",bwo-sparkle-dun|cdc-pheasant-tail|cdc-pheasant-tail-pink|comparadun|jig-ptn|pheasant-tail|pheasant-tail-nymph|quasimodo-pheasant-tail|rozas-pink-pheasant-tail|soft-hackle-pheasant-tail|sparkle-dun|super-simple-pheasant-tail,
Pale Morning Dun (PMD),pale-morning-dun-pmd,/flies/hatch/pale-morning-dun-pmd,insect,2,13,yes,yes,,May|June|July,green-river|madison-river,"PMD Sparkle Dun, PMD Cripple, Pheasant Tail|PMD Sparkle Dun, PMD Cripple|PMD Sparkle Dun",bwo-sparkle-dun|cdc-pheasant-tail|cdc-pheasant-tail-pink|jig-ptn|monster-dry|pheasant-tail|pheasant-tail-nymph|pmd-emerger|quasimodo-pheasant-tail|rozas-pink-pheasant-tail|soft-hackle-pheasant-tail|sparkle-dun|super-simple-pheasant-tail,
Pale Morning Duns,pale-morning-duns,/flies/hatch/pale-morning-duns,insect,0,2,no,yes,no_river,,,,monster-dry|pale-morning-dun,
PMD,pmd,/flies/hatch/pmd,insect,27,15,yes,yes,,July|June|September|May,animas-river|blue-river-colorado|cache-la-poudre-river|colorado-river-colorado|eagle-river-colorado|fall-river-california|gunnison-river|hat-creek-california|mccloud-river|methow-river|metolius-river|north-umpqua-river|pecos-river-new-mexico|rio-chama-new-mexico|rio-grande-colorado|rio-grande-new-mexico|roaring-fork-river|spokane-river|strawberry-river-utah|truckee-river|upper-sacramento-river|watauga-river-tennessee|weber-river-utah|white-river-arizona|williamson-river-oregon|yakima-river|yampa-river,PMD Parachute|PMD Sparkle Dun|Pale Evening Dun|PMD Cripple|PMD Dun|Sparkle Dun|Parachute PMD,bwo-sparkle-dun|cdc-emerger|cdc-pheasant-tail|comparadun|egans-iron-lotus|film-critic|monster-dry|pale-morning-dun|parachute-adams|pheasant-tail-nymph|pliva-perdigon|pmd-emerger|rusty-spinner|sparkle-dun|surveyor,
PMD emergers,pmd-emergers,/flies/hatch/pmd-emergers,insect,0,4,no,yes,no_river,,,,cdc-emerger|monster-dry|pmd-emerger|tungsten-soft-hackle-hares-ear,
pmd nymph,pmd-nymph,/flies/hatch/pmd-nymph,insect,0,5,no,yes,no_river,,,,cdc-pheasant-tail|egans-iron-lotus|monster-dry|pheasant-tail-nymph|pliva-perdigon,
PMD nymphs,pmd-nymphs,/flies/hatch/pmd-nymphs,insect,0,5,no,yes,no_river,,,,cdc-pheasant-tail|egans-iron-lotus|monster-dry|pheasant-tail-nymph|pliva-perdigon,
PMD (Pale Morning Dun),pmd-pale-morning-dun,/flies/hatch/pmd-pale-morning-dun,insect,4,3,yes,yes,,May,fall-river-california|hat-creek-california|mccloud-river|truckee-river,PMD Sparkle Dun,bwo-sparkle-dun|monster-dry|sparkle-dun,
PMD spinners,pmd-spinners,/flies/hatch/pmd-spinners,insect,0,2,no,yes,no_river,,,,monster-dry|rusty-spinner,
PMDs,pmds,/flies/hatch/pmds,insect,0,6,no,yes,no_river,,,,comparadun|film-critic|monster-dry|parachute-adams|sparkle-dun|surveyor,
Poppers,poppers,/flies/hatch/poppers,not_hatch,1,0,yes,no,no_fly,June|July,james-river-va,Deer Hair Popper|Foam Popper,,
prince nymph,prince-nymph,/flies/hatch/prince-nymph,insect,0,1,no,yes,no_river,,,,egans-red-dart,
Quill Gordon,quill-gordon,/flies/hatch/quill-gordon,insect,7,1,yes,yes,,April|March,chattooga-river|cranberry-river-wv|elk-river-tennessee|hiwassee-river|neversink-river|rapidan-river|watauga-river-tennessee,Quill Gordon|Quill Gordon Dry|Quill Gordon Catskill,quill-gordon,
Quill Gordon mayflies,quill-gordon-mayflies,/flies/hatch/quill-gordon-mayflies,insect,0,3,no,yes,no_river,,,,adams|parachute-adams|quill-gordon,
Red Quill,red-quill,/flies/hatch/red-quill,insect,1,2,yes,yes,,June,roaring-fork-river,Red Quill Sparkle Dun,bwo-sparkle-dun|sparkle-dun,
Rhithrogena morrisoni,rhithrogena-morrisoni,/flies/hatch/rhithrogena-morrisoni,insect,0,1,no,yes,no_river,,,,march-brown,
Rhyacophila caddis larvae,rhyacophila-caddis-larvae,/flies/hatch/rhyacophila-caddis-larvae,insect,0,22,no,yes,no_river,,,,blowtorch|caddis-larva-green-rock-worm|czech-nymph|egans-gti-caddis|flashback-hares-ear|frenchie|hares-ear-nymph|humpy|iron-lotus|jig-perdigon|leadwing-coachman|mike-komaras-walts-worm|monster-dry|mop-fly|polish-woven-nymph|rowleys-pw-nymph|sexy-walts-worm|squirrel-nymph|tungsten-jig-hares-ear|tungsten-torpedo|two-bit-hooker|walts-worm,
Runoff,runoff,/flies/hatch/runoff,not_hatch,1,0,yes,no,no_fly,May,boulder-river-montana,Streamer / Nymph,,
Runoff Clearing,runoff-clearing,/flies/hatch/runoff-clearing,not_hatch,1,0,yes,no,no_fly,June,boulder-river-montana,Wooly Bugger,,
salmon egg,salmon-egg,/flies/hatch/salmon-egg,forage,0,5,no,yes,no_river,,,,blood-dot-egg|egg-pattern|glo-bug|nuke-egg|y2k-bug,
salmon eggs,salmon-eggs,/flies/hatch/salmon-eggs,forage,0,5,no,yes,no_river,,,,blood-dot-egg|egg-pattern|glo-bug|nuke-egg|y2k-bug,
Salmon Fry,salmon-fry,/flies/hatch/salmon-fry,insect,1,1,yes,yes,,July,skagit-river,Sculpin,sculpin-streamer,
salmonflies,salmonflies,/flies/hatch/salmonflies,insect,0,1,no,yes,no_river,,,,stimulator,
Salmonfly,salmonfly,/flies/hatch/salmonfly,insect,19,3,yes,yes,,June|May|April,animas-river|arkansas-river-colorado|bighorn-river-wyoming|bitterroot-river-montana|blackfoot-river-montana|clark-fork-river-montana|clearwater-river-idaho|deschutes-river|gunnison-river|hat-creek-california|madison-river|rock-creek|salmon-river-idaho|selway-river-idaho|south-fork-boise|south-fork-snake-river-idaho|upper-sacramento-river|wind-river-wyoming|yakima-river,"Sofa Pillow|Chubby Chernobyl, Pat's Rubber Legs|Kaufmann Stone|Chubby Chernobyl, Pat's Rubber Legs, Norm Wood Special|Stimulator|Norm Wood Special",rowley-stone|stimulator|stonefly-nymph,
salmonfly nymphs,salmonfly-nymphs,/flies/hatch/salmonfly-nymphs,insect,0,2,no,yes,no_river,,,,rowley-stone|stonefly-nymph,
Scud,scud,/flies/hatch/scud,forage,5,7,yes,yes,,January|February|December|March,beaverhead-river-montana|bighorn-river-montana|caney-fork-river|clinch-river-tennessee|watauga-river-tennessee,Pink Scud|Olive Scud|Tan Scud,czech-nymph|flashback-hares-ear|hares-ear-nymph|quasimodo-pheasant-tail|scud-pattern|sexy-walts-worm|walts-worm,
scuds,scuds,/flies/hatch/scuds,forage,0,7,no,yes,no_river,,,,czech-nymph|flashback-hares-ear|hares-ear-nymph|quasimodo-pheasant-tail|scud-pattern|sexy-walts-worm|walts-worm,
sculpin,sculpin,/flies/hatch/sculpin,insect,0,11,no,yes,no_river,,,,backflop-jig|barely-legal|circus-peanut|double-bunny|egans-poacher-olive|meat-whistle|muddler-minnow|sculpzilla|sex-dungeon|slumpbuster|woolly-bugger,
sculpins,sculpins,/flies/hatch/sculpins,insect,0,11,no,yes,no_river,,,,backflop-jig|barely-legal|circus-peanut|double-bunny|egans-poacher-olive|meat-whistle|muddler-minnow|sculpzilla|sex-dungeon|slumpbuster|woolly-bugger,
Sedge,sedge,/flies/hatch/sedge,insect,1,4,yes,yes,,August,river-moy,"Murrough, Peter Ross",carey-special|humpy|leadwing-coachman|monster-dry,
Sedge (Caddis),sedge-caddis,/flies/hatch/sedge-caddis,insect,1,4,yes,yes,,June,river-moy,"Murrough, Elk Hair Caddis",elk-hair-caddis|humpy|leadwing-coachman|monster-dry,
sedge pupae,sedge-pupae,/flies/hatch/sedge-pupae,insect,0,1,no,yes,no_river,,,,carey-special,
shiners,shiners,/flies/hatch/shiners,insect,0,1,no,yes,no_river,,,,kreelex,
Skwala Stonefly,skwala-stonefly,/flies/hatch/skwala-stonefly,insect,8,2,yes,yes,,April|March|May,big-wood-river-idaho|bitterroot-river-montana|blackfoot-river-montana|clark-fork-river-montana|clearwater-river-idaho|john-day-river|north-umpqua-river|rock-creek,"Skwala Dry|Skwala Dry, Olive Stimulator, Rubber Legs",stimulator|stonefly-nymph,
small beetles,small-beetles,/flies/hatch/small-beetles,insect,0,4,no,yes,no_river,,,,black-spider|egans-bionic-ant-2|foam-beetle|leadwing-coachman,
small mayflies,small-mayflies,/flies/hatch/small-mayflies,insect,0,3,no,yes,no_river,,,,adams|bwo-parachute|parachute-adams,
small mayfly duns,small-mayfly-duns,/flies/hatch/small-mayfly-duns,insect,0,4,no,yes,no_river,,,,blue-dun|comparadun|monster-dry|sparkle-dun,
small mayfly emergers,small-mayfly-emergers,/flies/hatch/small-mayfly-emergers,insect,0,8,no,yes,no_river,,,,cdc-emerger|klinkhammer-special|lickety-split|rs2|snowshoe-baetis-emerger|snowshoe-emerger|spotlight-emerger|tungsten-soft-hackle-hares-ear,
small mayfly nymphs,small-mayfly-nymphs,/flies/hatch/small-mayfly-nymphs,insect,0,36,no,yes,no_river,,,,copper-john|deep-sparrow-nymph|egans-iron-lotus|egans-rainbow-warrior-perdigon|egans-red-dart|egans-thread-frenchie|egans-tungsten-surveyor|flashback-hares-ear|frenchie|hares-ear-nymph|iron-lotus|jig-perdigon|jig-ptn|juju-baetis|lightning-bug|lite-brite-perdigon|mayday-mayfly|micro-mayfly|mike-komaras-walts-worm|olsen-quilldigon|perdigon|pheasant-tail-nymph|polish-woven-nymph|quasimodo-pheasant-tail|rainbow-warrior|rozas-pink-pheasant-tail|silver-bullet-baetis|soft-hackle-carrot|squirrel-nymph|super-simple-pheasant-tail|surveyor|tungsten-jig-hares-ear|tungsten-soft-hackle-hares-ear|tungsten-torpedo|two-bit-hooker|zebragon,
small stonefly nymphs,small-stonefly-nymphs,/flies/hatch/small-stonefly-nymphs,insect,0,11,no,yes,no_river,,,,copper-john|deep-sparrow-nymph|hares-ear-nymph|polish-woven-nymph|prince-nymph|rowley-stone|squirrel-nymph|stonefly-nymph|tungsten-jig-hares-ear|twenty-incher|woolly-bugger,
Smallmouth Bass — Poppers,smallmouth-bass-poppers,/flies/hatch/smallmouth-bass-poppers,not_hatch,1,0,yes,no,no_fly,June,grande-ronde-river,Gurgler / Popper,,
Smallmouth Bass — Streamers,smallmouth-bass-streamers,/flies/hatch/smallmouth-bass-streamers,not_hatch,1,1,yes,yes,,July,grande-ronde-river,Clouser Minnow,clouser-minnow-trout,
Smallmouth — Poppers,smallmouth-poppers,/flies/hatch/smallmouth-poppers,not_hatch,1,0,yes,no,no_fly,June,john-day-river,Gurgler,,
Smallmouth — Streamers,smallmouth-streamers,/flies/hatch/smallmouth-streamers,not_hatch,1,1,yes,yes,,July,john-day-river,Clouser Minnow,clouser-minnow-trout,
Sockeye Salmon (early run),sockeye-salmon-early-run,/flies/hatch/sockeye-salmon-early-run,not_hatch,1,0,yes,no,no_fly,June,russian-river-alaska,Sockeye John / Iliamna Pinkle,,
Sockeye Salmon (late run),sockeye-salmon-late-run,/flies/hatch/sockeye-salmon-late-run,not_hatch,1,0,yes,no,no_fly,August,russian-river-alaska,Purple Egg Sucking Leech,,
Sockeye Salmon (peak),sockeye-salmon-peak,/flies/hatch/sockeye-salmon-peak,not_hatch,1,0,yes,no,no_fly,July,russian-river-alaska,Chartreuse Bunny Leech,,
sow bug,sow-bug,/flies/hatch/sow-bug,forage,0,4,no,yes,no_river,,,,czech-nymph|egans-tungsten-surveyor|sexy-walts-worm|sow-bug,
sow bugs,sow-bugs,/flies/hatch/sow-bugs,forage,0,4,no,yes,no_river,,,,czech-nymph|egans-tungsten-surveyor|sexy-walts-worm|sow-bug,
Sowbug,sowbug,/flies/hatch/sowbug,forage,1,1,yes,yes,,January|December,clinch-river-tennessee,Sow Bug,sow-bug,
Sowbugs/Scuds,sowbugsscuds,/flies/hatch/sowbugsscuds,forage,2,7,yes,yes,,February|April,norfork-river|white-river-arkansas,"Pink Scud, Ray Charles, Sowbug",czech-nymph|flashback-hares-ear|hares-ear-nymph|quasimodo-pheasant-tail|scud-pattern|sexy-walts-worm|walts-worm,
spent adults,spent-adults,/flies/hatch/spent-adults,insect,0,1,no,yes,no_river,,,,rusty-spinner,
Spotted Caddis,spotted-caddis,/flies/hatch/spotted-caddis,insect,1,11,yes,yes,,June|July,big-wood-river-idaho,X-Caddis|Elk Hair Caddis,bead-head-caddis-pupa|egans-corn-fed-caddis|egans-gti-caddis|elk-hair-caddis|emerging-caddis-pupa|front-end-loader-caddis|goddard-caddis|humpy|leadwing-coachman|monster-dry|x-caddis,
steelhead eggs,steelhead-eggs,/flies/hatch/steelhead-eggs,not_hatch,0,1,no,yes,no_river,,,,glo-bug,
Steelhead — Spey,steelhead-spey,/flies/hatch/steelhead-spey,not_hatch,2,0,yes,no,no_fly,October|November,grande-ronde-river|john-day-river,Intruder|Marabou Spey,,
Steelhead — Wets,steelhead-wets,/flies/hatch/steelhead-wets,not_hatch,2,0,yes,no,no_fly,September,grande-ronde-river|john-day-river,Purple Peril,,
stoneflies,stoneflies,/flies/hatch/stoneflies,insect,0,5,no,yes,no_river,,,,chernobyl-ant|humpy|muddler-minnow|royal-wulff|stimulator,
stoneflies (suggestive),stoneflies-suggestive,/flies/hatch/stoneflies-suggestive,insect,0,4,no,yes,no_river,,,,chernobyl-ant|humpy|muddler-minnow|royal-wulff,
Stonefly,stonefly,/flies/hatch/stonefly,insect,6,15,yes,yes,,June|July|May,chena-river|klickitat-river|rio-grande-new-mexico|salmon-river-idaho|teton-river-idaho|truckee-river-nevada,Stimulator|Yellow Stimulator,chernobyl-ant|copper-john|deep-sparrow-nymph|hares-ear-nymph|humpy|muddler-minnow|polish-woven-nymph|prince-nymph|rowley-stone|squirrel-nymph|stimulator|stonefly-nymph|tungsten-jig-hares-ear|twenty-incher|woolly-bugger,
stonefly nymph,stonefly-nymph,/flies/hatch/stonefly-nymph,insect,0,11,no,yes,no_river,,,,copper-john|deep-sparrow-nymph|hares-ear-nymph|polish-woven-nymph|prince-nymph|rowley-stone|squirrel-nymph|stonefly-nymph|tungsten-jig-hares-ear|twenty-incher|woolly-bugger,
stonefly nymphs,stonefly-nymphs,/flies/hatch/stonefly-nymphs,insect,0,11,no,yes,no_river,,,,copper-john|deep-sparrow-nymph|hares-ear-nymph|polish-woven-nymph|prince-nymph|rowley-stone|squirrel-nymph|stonefly-nymph|tungsten-jig-hares-ear|twenty-incher|woolly-bugger,
Stonefly (Upper WY),stonefly-upper-wy,/flies/hatch/stonefly-upper-wy,insect,1,1,yes,yes,,June,green-river,"Stimulator, Yellow Sally",stimulator,
Streamer / Marabou,streamer-marabou,/flies/hatch/streamer-marabou,not_hatch,1,0,yes,no,no_fly,February,skagit-river,Skagit Minnow,,
Streamers,streamers,/flies/hatch/streamers,not_hatch,2,5,yes,yes,,August|September|October|July,james-river-va|new-river-va,Clouser Minnow|Woolly Bugger|Zonker|Muddler Minnow,clouser-minnow-trout|muddler-minnow|olive-bugger|woolly-bugger|zonker,
sucker eggs,sucker-eggs,/flies/hatch/sucker-eggs,forage,0,1,no,yes,no_river,,,,sucker-spawn,
suckers,suckers,/flies/hatch/suckers,insect,0,1,no,yes,no_river,,,,home-invader,
sulfurs,sulfurs,/flies/hatch/sulfurs,insect,0,1,no,yes,no_river,,,,comparadun,
Sulphur,sulphur,/flies/hatch/sulphur,insect,30,5,yes,yes,,June|May|April|September|October,ausable-river-new-york|beaverkill-river|big-spring-creek|boardman-river|brule-river-wisconsin|caney-fork-river|chattahoochee-river-ga|chattooga-river|clinch-river-tennessee|cranberry-river-wv|cumberland-river-ky|davidson-river-nc|delaware-river-east-branch|delaware-river-west-branch|elk-river-tennessee|elk-river-wv|kickapoo-river|muskegon-river|nantahala-river|neversink-river|penns-creek|pere-marquette-river|rapidan-river|south-holston-river|spring-river-arkansas|toccoa-river-ga|tuckasegee-river|watauga-river-tennessee|willowemoc-creek|yellow-breeches-creek,"Sulphur Comparadun|Catskill Sulphur|Sulphur Dun, Comparadun, Sulphur Emerger|Parachute Sulphur|Comparadun Sulphur|Sulphur Parachute|Sulphur Spinner|Sulphur Sparkle Dun|Sulphur Dun, Sulphur Emerger|Sulphur Dun, Comparadun|CDC Sulphur Emerger|CDC Sulphur|Catskill Sulphur Dun",bwo-sparkle-dun|cdc-emerger|comparadun|sparkle-dun|sulphur-dun,
Sulphur (Ephemerella dorothea),sulphur-ephemerella-dorothea,/flies/hatch/sulphur-ephemerella-dorothea,insect,1,2,yes,yes,,May,letort-spring-run,"Sulphur Dun, Sulphur Emerger, Comparadun",comparadun|sulphur-dun,
Sulphur mayflies,sulphur-mayflies,/flies/hatch/sulphur-mayflies,insect,0,3,no,yes,no_river,,,,adams|parachute-adams|sulphur-dun,
Sulphur Spinner,sulphur-spinner,/flies/hatch/sulphur-spinner,insect,1,0,yes,no,no_fly,June,delaware-river-east-branch,Sulphur Spinner,,
Tan Caddis,tan-caddis,/flies/hatch/tan-caddis,insect,7,4,yes,yes,,June|July|August|May|September,ausable-river-new-york|beaverkill-river|delaware-river-east-branch|delaware-river-west-branch|neversink-river|willowemoc-creek|yellow-breeches-creek,Elk Hair Caddis,elk-hair-caddis|humpy|leadwing-coachman|monster-dry,
Terrestrial,terrestrial,/flies/hatch/terrestrial,insect,6,5,yes,yes,,June|July|August,caney-fork-river|clinch-river-tennessee|elk-river-tennessee|hiwassee-river|south-holston-river|watauga-river-tennessee,Black Ant|Dave Hopper|Foam Beetle|Cricket Pattern,chernobyl-ant|daves-hopper|egans-bionic-ant-2|foam-beetle|letort-cricket,
terrestrial beetles,terrestrial-beetles,/flies/hatch/terrestrial-beetles,insect,0,2,no,yes,no_river,,,,egans-bionic-ant-2|foam-beetle,
terrestrial insects,terrestrial-insects,/flies/hatch/terrestrial-insects,insect,0,3,no,yes,no_river,,,,chernobyl-ant|egans-bionic-ant-2|letort-cricket,
Terrestrials,terrestrials,/flies/hatch/terrestrials,insect,22,8,yes,yes,,August|July|June|September,au-sable-river|big-spring-creek|boardman-river|brule-river-wisconsin|chattahoochee-river-ga|chena-river|cranberry-river-wv|cumberland-river-ky|elk-river-wv|grande-ronde-river|john-day-river|kickapoo-river|mccloud-river|muskegon-river|nantahala-river|penns-creek|spring-river-arkansas|toccoa-river-ga|truckee-river|truckee-river-nevada|two-hearted-river|upper-sacramento-river,"Foam Beetle, Fur Ant, Small Hopper|Fur Ant, Foam Beetle|Foam Ant|Foam Hopper|Chernobyl Ant|Black Ant, Foam Beetle|Black Ant, Beetle|Ant, Beetle|Foam Beetle|Flying Ant|Hopper, Beetle, Ant|Black Ant|Foam Hopper, Black Ant|Hopper, Black Ant|Foam Hopper, Beetle|Dave's Hopper|Elk Hair Hopper|Parachute Hopper|Amy's Ant|Dave Hopper|Foam Beetle, Flying Ant, Dave's Hopper",chernobyl-ant|daves-hopper|egans-bionic-ant-2|elk-hair-caddis|flying-ant|foam-ant|foam-beetle|parachute-hopper,
"Terrestrials (Ants, Beetles)",terrestrials-ants-beetles,/flies/hatch/terrestrials-ants-beetles,insect,1,4,yes,yes,,September,letort-spring-run,"Flying Ant, Foam Beetle, Crowe Beetle",egans-bionic-ant-2|flying-ant|foam-ant|foam-beetle,
"Terrestrials (Ants, Beetles, Hoppers)",terrestrials-ants-beetles-hoppers,/flies/hatch/terrestrials-ants-beetles-hoppers,insect,1,4,yes,yes,,July,letort-spring-run,"Fur Ant, Foam Beetle, Letort Hopper, Letort Cricket",egans-bionic-ant-2|foam-ant|foam-beetle|letort-cricket,
Topwater,topwater,/flies/hatch/topwater,not_hatch,2,0,yes,no,no_fly,August|June|July|September,james-river-va|new-river-va,Sneaky Pete Popper|Deer Hair Popper|Foam Popper|Gurgler,,
Trico,trico,/flies/hatch/trico,insect,52,2,yes,yes,,August|July|September|June,animas-river|au-sable-river|ausable-river-new-york|beaverhead-river-montana|beaverkill-river|big-spring-creek|bighorn-river-montana|boardman-river|brule-river-wisconsin|caney-fork-river|colorado-river-colorado|cumberland-river-ky|delaware-river-east-branch|delaware-river-west-branch|elk-river-tennessee|elk-river-wv|fall-river-california|hat-creek-california|hiwassee-river|john-day-river|kickapoo-river|lees-ferry-arizona|letort-spring-run|madison-river|metolius-river|muskegon-river|neversink-river|pecos-river-new-mexico|penns-creek|rio-chama-new-mexico|rio-grande-colorado|rio-grande-new-mexico|river-gibbon|ruby-river-montana|silver-creek|snake-river-wyoming|south-holston-river|south-platte-river|spokane-river|strawberry-river-utah|teton-river-idaho|truckee-river|truckee-river-nevada|two-hearted-river|watauga-river-tennessee|weber-river-utah|white-river-arizona|williamson-river-oregon|willowemoc-creek|wind-river-wyoming|yampa-river|yellow-breeches-creek,"Trico Spinner|Trico Spinner, CDC Trico|Trico Spinner, CDC Trico, Parachute Trico|Trico Poly Wing Spinner|Trico Spinner, Trico Dun, Parachute Trico|Trico Poly Wing|Trico Spinner, Parachute Trico|Parachute Trico|Trico CDC Spinner",micro-mayfly|trico-spinner,
Trico (Flaming Gorge),trico-flaming-gorge,/flies/hatch/trico-flaming-gorge,insect,1,1,yes,yes,,July|August,green-river,"Trico Spinner, CDC Trico",trico-spinner,
Trico nymphs,trico-nymphs,/flies/hatch/trico-nymphs,insect,0,1,no,yes,no_river,,,,micro-mayfly,
Trico spinners,trico-spinners,/flies/hatch/trico-spinners,insect,0,1,no,yes,no_river,,,,trico-spinner,
Trico (Tricorythodes),trico-tricorythodes,/flies/hatch/trico-tricorythodes,insect,1,1,yes,yes,,September,provo-river,"Trico Spinner, CDC Trico",trico-spinner,
Tricorythodes,tricorythodes,/flies/hatch/tricorythodes,insect,0,1,no,yes,no_river,,,,trico-spinner,
trout egg,trout-egg,/flies/hatch/trout-egg,forage,0,3,no,yes,no_river,,,,egg-pattern|glo-bug|nuke-egg,
trout eggs,trout-eggs,/flies/hatch/trout-eggs,forage,0,3,no,yes,no_river,,,,egg-pattern|glo-bug|nuke-egg,
Tubifex worms,tubifex-worms,/flies/hatch/tubifex-worms,insect,0,1,no,yes,no_river,,,,san-juan-worm,
Western Red Quill,western-red-quill,/flies/hatch/western-red-quill,insect,1,1,yes,yes,,September|October,big-wood-river-idaho,Red Quill Comparadun|Red Quill Parachute,comparadun,
winged ants,winged-ants,/flies/hatch/winged-ants,insect,0,3,no,yes,no_river,,,,egans-bionic-ant-2|flying-ant|foam-ant,
Yellow Sally,yellow-sally,/flies/hatch/yellow-sally,insect,21,3,yes,yes,,June|July|May|August,beaverhead-river-montana|big-wood-river-idaho|cache-la-poudre-river|chattooga-river|cranberry-river-wv|davidson-river-nc|hiwassee-river|lochsa-river-idaho|mccloud-river|methow-river|nantahala-river|rapidan-river|ruby-river-montana|salmon-river-idaho|selway-river-idaho|south-fork-snake-river-idaho|st-joe-river-idaho|truckee-river|weber-river-utah|yakima-river|yellow-breeches-creek,Yellow Sally Dry|Stimulator|Yellow Stimulator|Yellow Humpy|Yellow Sally Stonefly|Yellow Sally,humpy|monster-dry|stimulator,
Yellow Sally Stonefly,yellow-sally-stonefly,/flies/hatch/yellow-sally-stonefly,insect,1,3,yes,yes,,July,madison-river,"Yellow Sally, Yellow Stimulator",eggstasy-yellow|monster-dry|stimulator,
